longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
0.11016655617326142,0.1004932938008415,0.050801454350132176,0.0288584381447706,0.026076303159960512,0.03617136679110119,0.024284654128265224,0.4540904222883138,0.008140581466418098,0.15271062035283448,5.691078922810762e-05,0.0020194230955208683,0.006129975459352117
